Country,Arrival by Region,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
SAO TOME AND PRINCIPE,Americas,0.4,0.3,0.2,0.0,0.0,0.0,1.2,0.3,0.6,0.7,0.6,0.5,0.3,0.4,0.0,0.5,1.0,0.0,0.0,0.0,0.0,2.357,1.496,2.271,0.0,0.0,0.523,0.0
SAO TOME AND PRINCIPE,East Asia and the Pacific,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.607,1.128,1.161,0.0,0.0,0.0,0.0
SAO TOME AND PRINCIPE,Europe,3.8,4.1,3.4,3.5,4.3,3.8,4.2,5.4,6.7,6.8,10.3,7.6,4.0,6.4,0.0,5.1,6.7,0.0,0.0,0.0,0.0,18.192,19.678,22.325,0.0,0.0,11.234,0.0
SAO TOME AND PRINCIPE,Middle East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.055,0.099,0.095,0.0,0.0,0.0,0.0
SAO TOME AND PRINCIPE,South Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.071,0.087,0.099,0.0,0.0,0.319,0.0
SAO TOME AND PRINCIPE,Other not classified,0.1,0.1,0.0,0.7,0.3,2.2,0.5,1.6,0.1,1.0,0.3,1.4,5.3,5.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAUDI ARABIA,Africa,585.0,0.0,0.0,0.0,0.0,566.0,535.0,607.0,525.0,675.0,436.0,489.0,601.0,1033.0,261.0,369.0,667.0,895.0,769.0,847.5,1139.3,1517.9,1487.1,1406.6,1501.9,230.3,219.1,1032.3
SAUDI ARABIA,Americas,29.0,0.0,0.0,0.0,0.0,54.0,47.0,52.0,46.0,53.0,70.0,66.0,236.0,297.0,57.0,54.0,54.0,157.0,179.0,209.0,284.4,704.2,535.5,909.3,1018.5,141.6,80.0,314.9
SAUDI ARABIA,East Asia and the Pacific,2658.0,0.0,0.0,0.0,0.0,630.0,596.0,660.0,612.0,753.0,439.0,595.0,579.0,941.0,362.0,485.0,696.0,771.0,1196.6,1176.6,1607.6,1988.3,2041.5,1980.7,2237.2,419.4,73.9,1786.1
SAUDI ARABIA,Europe,79.0,0.0,0.0,0.0,0.0,338.0,305.0,339.0,334.0,424.0,340.0,485.0,657.0,1185.0,445.0,367.0,644.0,839.0,1126.0,1148.0,1379.2,1507.5,1149.2,1238.1,1498.0,416.0,187.9,1291.2
SAUDI ARABIA,Middle East,0.0,0.0,0.0,0.0,0.0,3599.0,3853.0,4213.0,3924.0,4752.0,5607.0,5516.0,7444.0,9334.0,8678.0,8245.0,9545.0,10637.0,9607.6,11144.0,9935.3,7729.7,6039.4,5566.7,6521.8,1911.3,2171.9,9100.3
SAUDI ARABIA,South Asia,0.0,0.0,0.0,0.0,0.0,1380.0,1371.0,1619.0,1869.0,1933.0,1142.0,1469.0,2014.0,1967.0,1094.0,1330.0,2566.0,3024.0,2892.0,3685.0,3615.7,4335.6,4722.6,4224.4,4493.4,951.0,665.4,3104.9
SAUDI ARABIA,Other not classified,0.0,0.0,0.0,0.0,0.0,18.0,19.0,22.0,21.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,2.0,50.0,32.7,261.1,133.7,8.5,254.7,68.6,79.0,8.1
SENEGAL,Africa,57.0,67.0,70.0,84.0,81.0,97.0,78.0,86.0,86.0,209.0,265.0,430.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SENEGAL,Americas,11.0,13.0,12.0,12.0,10.0,13.0,11.0,10.0,10.0,25.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SENEGAL,East Asia and the Pacific,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SENEGAL,Europe,206.0,195.0,225.0,248.0,270.0,274.0,301.0,323.0,252.0,349.0,393.0,324.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SENEGAL,Middle East,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SENEGAL,Other not classified,2.0,2.0,2.0,4.0,4.0,1.0,3.0,5.0,2.0,84.0,85.0,86.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERBIA,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,11.0,9.2,10.9,12.7,12.9,4.0,9.4,59.0
SERBIA,Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,13.0,16.0,17.0,19.0,15.0,16.0,19.0,19.0,22.0,24.0,30.6,37.0,41.4,50.3,58.6,64.4,14.5,31.2,63.2
SERBIA,East Asia and the Pacific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,6.0,6.0,7.0,8.0,8.0,10.0,12.0,15.0,23.0,53.3,73.0,66.6,111.4,158.8,198.4,29.4,45.1,72.2
SERBIA,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,313.0,363.0,419.0,435.0,656.0,610.0,603.0,633.0,711.0,746.0,837.0,932.2,1011.0,1158.4,1319.5,1439.6,1555.7,393.2,755.1,1529.0
SERBIA,Middle East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,5.2,5.8,4.8,2.4,5.6,3.9
SERBIA,South Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.1,10.4,2.2,24.9,45.5
SERBIA,Other not classified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,10.0,12.0,10.0,14.0,13.0,18.0,21.0,22.0,27.0,38.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERBIA AND MONTENEGRO,Americas,4.0,6.0,6.0,10.0,3.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERBIA AND MONTENEGRO,East Asia and the Pacific,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERBIA AND MONTENEGRO,Europe,218.0,285.0,280.0,259.0,141.0,222.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEYCHELLES,Africa,14.0,13.0,14.0,12.0,14.0,14.0,14.0,14.0,14.0,13.0,12.0,13.0,17.0,19.0,18.0,22.0,24.0,25.0,27.1,28.0,35.6,32.8,35.5,34.6,34.1,7.8,6.7,23.1
SEYCHELLES,Americas,6.0,7.0,7.0,7.0,4.0,6.0,7.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,6.0,6.1,6.7,8.5,9.5,14.5,14.3,15.6,4.0,6.4,12.2
SEYCHELLES,East Asia and the Pacific,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,6.0,9.0,13.0,18.7,20.0,21.3,19.2,15.7,12.4,2.8,0.9,3.1
SEYCHELLES,Europe,94.0,103.0,103.0,103.0,101.0,105.0,103.0,108.0,100.0,99.0,104.0,114.0,130.0,125.0,122.0,132.0,144.0,146.0,161.0,156.0,175.2,195.7,227.9,248.2,273.1,88.0,136.1,262.9
SEYCHELLES,Middle East,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,6.0,8.0,12.0,18.0,19.5,18.7,27.1,30.5,36.8,33.0,33.0,9.0,31.6,24.2
SEYCHELLES,South Asia,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.6,4.8,9.8,13.4,16.1,16.0,16.0,3.2,1.1,6.6
SIERRA LEONE,Africa,5.1,7.3,2.3,5.3,4.3,4.8,11.4,13.5,23.3,24.4,21.8,10.1,10.8,12.0,13.0,11.0,16.0,16.0,21.6,12.0,6.7,23.8,14.4,14.6,13.7,7.4,9.2,0.0
SIERRA LEONE,Americas,2.1,3.9,1.2,1.4,0.1,2.5,3.2,3.8,4.7,4.8,4.7,6.7,6.2,7.0,7.0,7.0,11.0,11.0,19.9,9.3,5.5,6.9,11.9,15.4,15.0,4.7,11.0,0.0
SIERRA LEONE,East Asia and the Pacific,0.5,1.0,0.4,1.1,0.6,1.9,1.8,2.1,2.0,2.3,2.3,4.8,2.6,3.0,4.0,6.0,9.0,8.0,7.1,4.0,2.2,3.7,6.6,5.5,6.1,1.6,3.2,0.0
SIERRA LEONE,Europe,2.6,4.5,2.1,4.0,4.2,5.7,6.3,7.4,6.5,9.5,9.9,10.5,11.3,13.0,11.0,10.0,14.0,16.0,25.7,15.3,7.4,19.4,13.0,17.2,20.4,8.3,11.4,0.0
SIERRA LEONE,Middle East,0.6,1.1,0.5,1.0,1.4,0.9,1.4,1.6,1.6,2.6,1.3,1.5,1.0,1.0,2.0,3.0,1.0,6.0,3.7,2.3,1.0,0.5,2.8,2.2,3.4,1.1,2.8,0.0
SIERRA LEONE,South Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.6,1.0,1.0,0.6,2.4,1.6,4.4,1.2,2.6,0.0
SIERRA LEONE,Other not classified,2.9,4.1,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SINGAPORE,Africa,83.0,75.0,65.0,72.0,84.0,92.0,81.0,70.0,56.0,71.0,79.0,87.0,94.0,86.0,73.0,71.0,69.0,64.2,62.9,61.7,62.8,68.0,72.7,79.4,85.8,13.4,0.5,26.5
SINGAPORE,Americas,426.0,459.0,460.0,425.0,444.0,483.0,434.0,416.0,315.0,422.0,470.0,510.0,524.0,505.0,468.0,525.0,564.0,616.4,641.5,635.3,657.3,680.6,758.7,861.7,962.7,171.3,13.6,406.6
SINGAPORE,East Asia and the Pacific,5237.0,5329.0,5216.0,4288.0,4850.0,5347.0,5298.0,5426.0,4426.0,6073.0,6445.0,7012.0,7323.0,7070.0,6785.0,8475.0,9887.0,10987.5,11920.2,11406.0,11427.2,12347.7,13001.3,13590.4,14046.9,1828.3,210.3,4172.6
SINGAPORE,Europe,974.0,1011.0,997.0,991.0,1058.0,1139.0,1124.0,1112.0,885.0,1081.0,1136.0,1220.0,1277.0,1334.0,1318.0,1386.0,1414.0,1551.0,1605.8,1632.5,1651.6,1761.7,1873.6,2085.7,2157.1,493.8,29.7,778.6
SINGAPORE,Middle East,52.0,50.0,48.0,60.0,66.0,71.0,72.0,47.0,30.0,55.0,56.0,66.0,78.0,88.0,86.0,102.0,113.0,118.0,135.0,146.9,142.4,143.7,134.0,131.7,141.8,16.0,1.6,68.0
SINGAPORE,South Asia,365.0,367.0,396.0,395.0,444.0,516.0,508.0,490.0,415.0,626.0,751.0,850.0,968.0,1027.0,953.0,1083.0,1124.0,1151.4,1201.1,1212.4,1290.2,1401.6,1584.4,1759.3,1721.7,219.6,74.4,852.6
SINGAPORE,Other not classified,0.0,0.0,15.0,11.0,12.0,43.0,5.0,5.0,0.0,0.0,5.0,6.0,21.0,6.0,0.0,0.0,0.0,7.8,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
SINT EUSTATIUS,Americas,3.3,2.9,2.9,3.0,2.9,3.4,3.4,3.4,3.5,3.7,3.5,3.2,3.9,3.8,3.6,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SINT EUSTATIUS,Europe,3.7,3.8,4.1,4.3,4.3,4.0,4.5,4.6,5.3,5.5,5.4,4.9,5.9,6.2,6.6,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SINT EUSTATIUS,Other not classified,1.8,1.5,1.5,1.3,2.0,1.7,1.7,1.8,1.7,1.8,1.5,1.5,1.7,1.8,1.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SINT MAARTEN (DUTCH PART),Americas,293.0,211.0,272.0,290.0,281.0,272.0,270.0,260.0,301.0,338.0,332.0,328.0,335.0,336.0,310.0,308.0,292.0,319.0,333.0,361.0,354.7,366.7,273.3,92.6,214.0,68.0,175.1,261.5
SINT MAARTEN (DUTCH PART),Europe,132.0,119.0,131.0,133.0,126.0,122.0,97.0,87.0,88.0,96.0,94.0,97.0,96.0,103.0,98.0,101.0,102.0,105.0,104.0,107.0,114.8,143.0,115.0,75.4,92.0,33.8,65.1,97.6
SINT MAARTEN (DUTCH PART),Other not classified,35.0,35.0,36.0,36.0,38.0,39.0,36.0,34.0,38.0,40.0,42.0,42.0,38.0,37.0,32.0,34.0,30.0,33.0,30.0,32.0,35.7,18.0,13.9,9.6,13.5,4.6,8.6,13.6
SLOVAKIA,Africa,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0,5.4,4.1,5.3,5.1,5.7,5.8,6.9,1.8,1.2,0.0
SLOVAKIA,Americas,26.0,28.0,26.0,30.0,31.0,36.0,36.0,33.0,34.0,39.0,42.0,39.0,44.0,41.0,30.0,36.0,43.0,46.0,52.1,45.2,61.4,68.8,74.7,82.4,90.5,14.4,15.2,0.0
SLOVAKIA,East Asia and the Pacific,21.0,23.0,21.0,23.0,23.0,25.0,30.0,34.0,32.0,42.0,56.0,69.0,74.0,71.0,54.0,65.0,72.0,80.0,85.0,61.5,89.2,109.6,151.9,150.7,156.1,20.5,10.3,0.0
SLOVAKIA,Europe,854.0,898.0,762.0,839.0,918.0,980.0,1148.0,1326.0,1316.0,1317.0,1413.0,1499.0,1559.0,1648.0,1210.0,1220.0,1337.0,1389.0,1521.3,1358.1,1557.6,1831.8,1920.2,2003.4,2207.4,815.0,547.0,0.0
SLOVAKIA,Middle East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.8,1.6,1.3,1.6,2.1,0.3,0.2,0.0
SLOVAKIA,South Asia,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,3.5,5.1,6.8,8.6,12.1,12.1,2.0,1.8,0.0
SLOVAKIA,Other not classified,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.4,0.8,3.3,0.0,0.0,0.0,0.0,0.0,0.0
SLOVENIA,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,3.0,3.9,5.0,5.7,6.5,6.3,7.7,9.3,10.8,13.2,13.4,2.9,3.4,9.9
SLOVENIA,Americas,15.0,17.0,17.0,21.0,22.0,30.0,33.0,36.0,36.0,46.0,59.0,67.0,67.0,66.0,55.0,71.5,77.9,87.9,103.2,112.9,134.0,146.8,174.0,208.0,226.8,22.9,49.9,161.6
SLOVENIA,East Asia and the Pacific,4.0,5.0,6.0,8.0,8.0,12.0,15.0,17.0,17.0,24.0,40.0,52.0,65.0,86.0,90.0,107.2,120.0,151.8,168.3,247.9,307.7,344.1,426.9,478.0,512.8,37.5,25.6,106.3
SLOVENIA,Europe,704.0,800.0,942.0,940.0,845.0,1038.0,1160.0,1236.0,1308.0,1411.0,1454.0,1496.0,1617.0,1803.0,1676.0,1866.4,2033.2,2131.3,2223.7,2308.0,2572.6,2896.7,3379.0,3725.9,3948.8,1152.7,1753.5,3657.8
SLOVENIA,Other not classified,8.0,10.0,9.0,8.0,9.0,10.0,10.0,13.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOLOMON ISLANDS,Americas,1.1,0.6,1.3,1.1,0.0,0.5,0.0,0.0,0.6,0.3,0.6,0.9,1.0,1.2,1.1,1.0,1.2,1.4,1.3,1.3,1.6,1.6,1.8,1.8,2.1,0.2,0.0,0.0
SOLOMON ISLANDS,East Asia and the Pacific,9.2,5.0,11.5,13.4,0.0,4.2,0.0,0.0,5.4,4.9,8.1,9.8,11.6,13.8,15.9,18.2,20.5,21.2,21.8,17.6,18.7,20.1,22.1,24.0,24.6,3.9,0.7,0.0
SOLOMON ISLANDS,Europe,1.5,0.0,1.0,1.2,0.0,0.5,0.0,0.0,0.5,0.3,0.5,0.7,0.9,1.1,1.1,1.0,0.9,1.1,1.1,1.1,1.2,1.3,1.4,1.8,1.73,0.3,0.0,0.0
SOLOMON ISLANDS,Other not classified,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.1,0.1,0.2,0.4,0.3,0.5,0.0,0.0,0.0
SOUTH AFRICA,Africa,3449.0,3790.0,3677.0,4305.0,4363.0,4234.0,4131.0,4453.0,4450.0,4638.0,5370.0,6281.0,6862.0,7344.0,5083.1,5733.5,6130.0,6648.0,6846.7,7272.0,6738.2,7492.0,7549.9,7777.7,7591.7,2134.7,1870.8,4231.9
SOUTH AFRICA,Americas,160.0,178.0,208.0,255.0,245.0,248.0,242.0,255.0,262.0,291.0,322.0,358.0,387.0,407.0,333.5,458.0,433.0,514.0,545.5,435.0,403.8,473.7,545.5,561.2,560.7,119.9,99.4,326.2
SOUTH AFRICA,East Asia and the Pacific,173.0,180.0,190.0,199.0,188.0,192.0,194.0,229.0,225.0,239.0,239.0,258.0,282.0,271.0,216.1,293.0,305.0,401.0,436.9,293.0,270.3,337.9,327.7,323.7,319.5,55.2,20.4,104.9
SOUTH AFRICA,Europe,738.0,817.0,924.0,1016.0,1049.0,1042.0,1028.0,1274.0,1339.0,1306.0,1329.0,1403.0,1438.0,1434.0,1248.4,1355.0,1307.0,1434.0,1517.0,1400.0,1350.6,1569.9,1687.5,1645.9,1586.4,453.0,221.0,918.9
SOUTH AFRICA,Middle East,8.0,8.0,7.0,11.0,10.0,11.0,13.0,15.0,15.0,16.0,17.0,20.0,21.0,23.0,19.3,21.0,20.0,23.0,25.8,24.0,25.2,33.3,34.4,29.2,33.8,8.8,11.6,26.9
SOUTH AFRICA,South Asia,25.0,27.0,30.0,34.0,39.0,26.0,28.0,34.0,41.0,36.0,36.0,44.0,52.0,52.0,74.9,98.0,119.0,142.0,144.5,110.0,102.0,125.7,127.5,120.8,120.9,27.0,28.2,79.1
SOUTH AFRICA,Other not classified,130.0,185.0,134.0,79.0,132.0,119.0,151.0,170.0,173.0,151.0,56.0,32.0,49.0,61.0,36.4,115.0,25.0,26.0,20.1,15.0,13.6,11.6,12.7,13.6,15.6,3.8,4.3,10.1
SPAIN,Africa,0.0,0.0,26.0,29.0,25.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.4,302.0,509.0,492.0,487.2,552.0,725.6,1243.0,1314.3,1235.9,1340.0,262.9,250.3,830.2
SPAIN,Americas,0.0,0.0,1792.0,2113.0,2216.0,2452.0,2125.0,2001.0,1894.0,2079.0,2233.0,2378.0,2313.0,2398.0,2574.0,2618.0,2887.0,3123.0,3065.1,3132.0,3638.0,4573.9,5866.0,6370.5,7092.1,1320.5,1867.3,6359.4
SPAIN,East Asia and the Pacific,0.0,0.0,292.0,401.0,370.0,321.0,256.0,229.0,237.0,151.0,181.0,255.0,346.0,237.0,505.0,962.0,1176.0,1345.0,1531.2,1850.0,1805.0,1904.7,2299.0,2560.7,2977.0,562.4,230.3,1086.7
SPAIN,Europe,0.0,0.0,34490.0,38800.0,42078.0,42633.0,45019.0,47168.0,47835.0,49239.0,52190.0,54313.0,54927.0,53512.0,48204.4,48290.0,51420.0,52243.0,55273.4,59035.0,61667.0,67047.4,71695.9,71903.9,71377.8,16676.3,28505.9,62765.3
SPAIN,Middle East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,110.0,170.0,216.9,250.6,218.4,386.7,466.4,416.3,424.7,76.3,281.2,416.8
SPAIN,South Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,74.0,91.0,101.6,119.4,120.7,159.3,227.0,321.0,297.5,34.7,45.9,200.9
SPAIN,Other not classified,0.0,0.0,531.0,548.0,752.0,960.0,1165.0,933.0,887.0,961.0,1310.0,1058.0,1080.0,1045.0,627.0,407.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRI LANKA,Africa,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,8.0,12.0,12.9,12.1,12.7,14.9,15.1,2.9,0.9,4.7
SRI LANKA,Americas,15.0,13.0,16.0,18.0,19.0,18.0,16.0,20.0,26.0,31.0,47.0,36.0,32.0,28.0,26.0,41.0,50.0,61.0,69.0,77.0,89.6,104.0,110.9,137.6,127.4,31.8,11.8,51.4
SRI LANKA,East Asia and the Pacific,61.0,50.0,58.0,54.0,66.0,58.0,49.0,66.0,84.0,91.0,100.0,98.0,76.0,67.0,74.0,106.0,143.0,191.0,244.0,346.0,434.5,509.0,536.3,548.6,391.8,75.0,11.6,56.0
SRI LANKA,Europe,255.0,172.0,218.0,246.0,282.0,268.0,211.0,208.0,266.0,299.0,236.0,243.0,223.0,199.0,199.0,297.0,372.0,453.0,556.0,641.0,711.0,815.3,853.9,1017.9,887.6,281.6,93.5,432.2
SRI LANKA,Middle East,4.0,4.0,4.0,4.0,5.0,4.0,6.0,6.0,7.0,10.0,10.0,10.0,11.0,12.0,20.0,31.0,48.0,47.0,69.0,78.0,88.0,90.9,77.7,71.6,44.1,10.2,4.4,18.1
SRI LANKA,South Asia,68.0,61.0,67.0,58.0,63.0,52.0,54.0,90.0,116.0,133.0,153.0,169.0,150.0,130.0,127.0,177.0,240.0,249.0,329.0,373.0,462.9,519.4,524.8,543.2,447.7,106.2,72.3,157.5
STATE OF PALESTINE,Africa,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,10.0,12.0,14.0,28.0,24.0,33.0,27.0,18.0,11.4,12.2,10.8,17.0,2.4,0.0,4.7
STATE OF PALESTINE,Americas,0.0,0.0,35.0,32.0,40.0,39.0,8.0,6.0,6.0,11.0,14.0,19.0,32.0,39.0,63.0,88.0,57.0,54.0,68.0,74.0,54.0,47.4,60.5,70.4,77.7,9.6,0.6,57.3
STATE OF PALESTINE,East Asia and the Pacific,0.0,0.0,6.0,5.0,12.0,19.0,10.0,6.0,5.0,8.0,16.0,17.0,20.0,41.0,41.0,67.0,58.0,52.0,64.0,64.0,71.0,84.4,103.9,122.0,150.3,17.3,0.7,49.1
STATE OF PALESTINE,Europe,0.0,0.0,164.0,157.0,240.0,242.0,24.0,18.0,24.0,35.0,55.0,83.0,203.0,294.0,276.0,351.0,301.0,353.0,373.0,385.0,279.0,246.2,319.5,397.0,436.5,63.5,121.0,239.7
STATE OF PALESTINE,Middle East,0.0,0.0,4.0,6.0,6.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,5.0,7.0,7.0,6.0,10.0,10.7,6.7,6.0,6.6,0.3,0.4,11.3
SUDAN,Africa,0.0,0.0,0.0,5.0,7.0,5.0,7.0,7.0,7.0,9.0,59.0,51.0,65.0,66.0,60.0,49.0,54.0,103.8,108.2,119.7,142.2,130.2,130.0,135.0,0.0,0.0,0.0,0.0
SUDAN,Americas,0.0,0.0,0.0,5.0,6.0,4.0,4.0,0.0,0.0,0.0,21.0,12.0,16.0,15.0,21.0,20.0,21.0,24.2,26.4,38.4,42.6,45.1,49.0,49.0,0.0,0.0,0.0,0.0
SUDAN,East Asia and the Pacific,0.0,0.0,0.0,5.0,4.0,7.0,10.0,13.0,14.0,17.0,109.0,222.0,297.0,299.0,239.0,30.0,32.0,35.6,38.8,45.2,48.2,48.4,48.0,51.0,0.0,0.0,0.0,0.0
SUDAN,Europe,0.0,0.0,0.0,5.0,7.0,9.0,11.0,12.0,14.0,17.0,56.0,44.0,57.0,57.0,100.0,74.0,80.0,50.8,51.2,79.7,81.7,81.4,85.0,86.0,0.0,0.0,0.0,0.0
SUDAN,Middle East,0.0,0.0,0.0,11.0,12.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,295.0,297.4,302.2,326.4,346.6,416.1,416.0,422.0,0.0,0.0,0.0,0.0
SUDAN,South Asia,0.0,0.0,0.0,5.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,43.0,47.1,48.7,54.4,58.7,57.1,60.0,65.0,0.0,0.0,0.0,0.0
SUDAN,Other not classified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,18.0,1.0,0.0,1.0,2.0,0.0,10.0,11.0,15.7,15.9,19.8,20.9,21.4,25.0,28.0,0.0,0.0,0.0,0.0
SURINAME,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.5,0.3,0.3,0.6,0.6,0.5,0.0,0.0,0.0,0.0,0.0
SURINAME,Americas,20.0,10.0,10.0,6.0,6.0,8.0,3.0,4.0,7.0,45.0,56.0,51.0,52.0,52.0,59.0,88.7,103.9,123.7,136.0,129.7,116.7,132.5,104.5,0.0,0.0,0.0,0.0,0.0
SURINAME,East Asia and the Pacific,5.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,3.0,2.0,3.3,4.4,4.6,5.0,5.5,4.7,6.2,8.7,0.0,0.0,0.0,0.0,0.0
SURINAME,Europe,18.0,39.0,50.0,46.0,49.0,46.0,49.0,54.0,74.0,87.0,100.0,99.0,111.0,95.0,88.0,110.3,108.2,107.7,104.6,113.36,100.3,116.0,162.7,0.0,0.0,0.0,0.0,0.0
